YEAR,DOY,T2M,WS2M,RH2M,PRECTOTCORR
2018,233,12.72,4.37,59.16,0.0
2018,234,12.94,3.79,66.83,0.01
2018,235,13.75,2.28,69.02,0.07
2018,236,14.13,2.17,78.27,1.38
2018,237,15.44,2.78,80.42,2.8
2018,238,14.12,1.5,85.12,2.81
2018,239,13.16,5.2,73.28,0.46
2018,240,11.7,3.54,60.65,0.0
2018,241,11.68,3.44,60.5,0.0
2018,242,12.53,2.47,61.56,0.0
2018,243,14.64,4.02,71.84,2.38
2018,244,15.68,3.72,62.05,0.06
2018,245,13.36,3.91,68.27,0.09
2018,246,13.72,3.4,73.22,3.19
2018,247,14.91,3.01,71.04,1.6
2018,248,15.13,2.33,72.35,0.97
2018,249,15.83,3.23,82.01,3.4
2018,250,16.33,2.86,87.22,13.03
2018,251,14.48,3.3,80.19,4.75
2018,252,15.42,3.0,63.91,0.03
2018,253,15.65,2.53,68.67,0.01
2018,254,16.38,3.31,77.43,0.01
2018,255,18.63,2.57,68.67,0.0
2018,256,16.21,2.47,79.43,0.0
2018,257,17.94,1.72,76.27,0.0
2018,258,19.54,3.92,52.67,0.0
2018,259,13.4,4.7,54.17,0.0
2018,260,14.71,2.89,59.05,0.0
2018,261,17.03,2.98,66.68,0.0
2018,262,18.68,3.36,52.39,0.01
2018,263,14.27,3.42,62.49,0.12
2018,264,15.21,2.13,57.19,0.0
2018,265,16.94,2.23,69.92,0.0
2018,266,16.4,4.42,74.2,0.4
2018,267,14.65,4.47,67.99,0.14
2018,268,14.86,2.26,63.56,0.04
2018,269,13.95,1.85,75.98,6.92
2018,270,15.65,2.48,71.19,0.07
2018,271,19.01,2.63,61.68,0.02
2018,272,16.37,4.43,63.16,0.15
2018,273,15.55,2.98,63.25,0.0
2018,274,17.2,2.25,64.19,0.0
2018,275,17.67,3.03,71.27,0.0
2018,276,18.61,1.98,72.44,0.53
2018,277,16.79,3.03,90.99,21.68
2018,278,16.1,6.41,84.03,10.26
2018,279,16.34,5.37,79.07,2.0
2018,280,16.47,5.54,86.89,5.14
2018,281,17.5,4.14,86.6,2.28
2018,282,18.6,1.69,77.5,0.03
2018,283,16.21,5.53,81.24,14.47
2018,284,15.69,4.31,70.44,4.8
2018,285,16.06,3.51,75.61,4.32
2018,286,17.12,3.47,77.22,7.44
2018,287,18.05,4.14,76.66,7.07
2018,288,18.67,3.89,82.88,5.02
2018,289,19.33,4.12,81.38,1.1
2018,290,19.49,3.59,88.53,15.16
2018,291,19.87,2.68,89.66,6.72
2018,292,20.61,1.9,80.85,0.02
2018,293,20.77,1.94,85.37,11.8
2018,294,17.3,3.82,79.64,0.12
2018,295,18.57,2.1,77.66,0.0
2018,296,20.09,2.22,82.39,0.01
2018,297,17.62,5.04,73.6,0.15
2018,298,18.35,2.27,71.99,0.01
2018,299,17.84,3.33,79.19,0.06
2018,300,19.15,2.52,73.16,0.15
2018,301,16.88,4.27,70.7,0.17
2018,302,17.74,2.04,65.9,0.0
2018,303,19.84,2.78,72.42,0.0
2018,304,19.76,2.64,78.23,0.02
2018,305,21.96,1.99,77.67,0.02
2018,306,25.92,2.75,57.75,4.79
2018,307,23.3,2.92,71.4,0.07
2018,308,20.66,2.91,76.45,0.02
2018,309,22.34,1.66,71.42,0.01
2018,310,24.48,1.7,63.06,1.05
2018,311,21.31,2.42,77.7,8.81
2018,312,15.95,4.59,68.24,4.51
2018,313,18.0,2.78,59.33,0.07
2018,314,18.63,2.01,61.5,0.11
2018,315,19.02,1.9,63.83,0.0
2018,316,19.86,2.13,66.72,0.0
2018,317,20.29,3.9,74.36,0.0
2018,318,20.2,2.02,82.28,0.48
2018,319,19.01,4.2,81.65,4.79
2018,320,18.55,2.85,71.74,0.21
2018,321,18.27,3.7,79.24,1.79
2018,322,18.86,3.38,65.49,0.26
2018,323,19.18,2.68,66.96,0.02
2018,324,20.47,3.4,75.9,0.91
2018,325,22.1,2.57,75.81,2.82
2018,326,20.47,4.92,56.28,0.33
2018,327,18.08,6.57,52.02,0.41
2018,328,18.91,3.5,58.33,0.09
2018,329,18.82,3.47,61.83,0.1
2018,330,18.58,4.42,71.83,0.1
2018,331,19.54,2.02,75.01,3.76
2018,332,18.58,7.03,89.96,73.59
2018,333,18.38,5.81,82.69,3.22
2018,334,19.14,2.49,78.41,0.19
2018,335,20.65,1.96,78.7,0.02
2018,336,21.85,3.74,69.9,0.03
2018,337,21.3,2.1,56.43,0.02
2018,338,19.84,3.26,69.06,1.16
2018,339,19.69,2.58,69.1,0.9
2018,340,20.9,3.53,69.81,0.08
2018,341,21.02,4.21,69.32,0.04
2018,342,21.42,3.57,73.49,0.0
2018,343,21.44,2.42,82.87,0.01
2018,344,21.73,1.8,84.19,0.41
2018,345,20.34,2.93,75.29,0.24
2018,346,20.96,2.99,78.02,0.98
2018,347,22.2,3.17,86.35,5.92
2018,348,22.51,2.25,92.54,50.71
2018,349,22.9,2.74,92.59,12.93
2018,350,23.2,3.37,86.32,4.23
2018,351,22.66,1.29,85.17,0.36
2018,352,21.9,3.1,90.44,3.58
2018,353,21.64,2.65,88.7,14.86
2018,354,23.3,2.26,89.33,4.98
2018,355,20.62,3.47,81.74,7.64
2018,356,19.25,5.28,76.07,1.95
2018,357,19.5,3.52,67.96,0.15
2018,358,20.65,2.22,68.09,0.0
2018,359,22.08,2.27,75.53,0.01
2018,360,22.85,2.25,78.17,0.01
2018,361,23.52,2.58,74.69,0.0
2018,362,24.08,2.93,72.15,0.11
2018,363,23.98,2.38,74.57,0.17
2018,364,24.42,1.48,74.23,0.21
2018,365,24.12,1.7,79.47,5.82
2019,1,24.99,1.69,73.25,0.01
2019,2,23.4,1.82,83.38,0.48
2019,3,22.52,1.68,87.07,3.83
2019,4,24.0,2.4,79.59,0.23
2019,5,24.07,3.23,75.23,6.74
2019,6,20.42,4.33,80.5,4.34
2019,7,21.54,2.54,81.91,1.84
2019,8,23.37,2.01,81.14,6.16
2019,9,22.94,2.86,83.53,0.43
2019,10,21.71,3.3,88.61,5.55
2019,11,22.74,2.3,89.09,10.43
2019,12,24.64,1.91,79.09,2.44
2019,13,22.71,3.29,88.26,0.72
2019,14,23.73,2.72,82.44,0.16
2019,15,24.56,3.37,80.67,0.0
2019,16,24.6,1.86,83.28,0.08
2019,17,25.07,2.29,80.79,0.14
2019,18,25.54,2.4,76.07,0.01
2019,19,23.18,3.43,83.88,0.78
2019,20,22.91,2.25,77.86,2.81
2019,21,23.05,1.9,93.31,12.84
2019,22,24.68,1.9,82.38,0.24
2019,23,23.6,3.46,83.92,1.77
2019,24,23.25,3.03,85.72,1.97
2019,25,25.39,2.17,80.27,0.02
2019,26,26.14,1.56,80.1,0.3
2019,27,25.78,2.48,85.01,4.04
2019,28,24.55,2.97,88.6,6.99
2019,29,25.26,3.01,81.89,0.15
2019,30,24.91,2.16,83.57,0.02
2019,31,27.06,3.1,69.1,1.88
2019,32,21.55,4.81,77.78,3.32
2019,33,23.64,3.31,83.56,5.68
2019,34,25.04,3.23,78.88,0.07
2019,35,25.35,2.13,77.76,1.33
2019,36,24.78,2.25,84.9,1.8
2019,37,24.95,2.76,79.85,1.24
2019,38,24.89,3.76,77.46,0.32
2019,39,25.02,2.31,78.27,2.36
2019,40,25.15,2.87,68.14,11.97
2019,41,20.79,3.17,56.23,0.01
2019,42,23.11,2.85,69.34,0.0
2019,43,26.15,2.5,49.67,0.03
2019,44,22.37,4.66,60.68,0.0
2019,45,21.88,3.25,60.21,0.0
2019,46,22.99,2.47,61.84,0.0
2019,47,23.49,3.08,66.16,0.01
2019,48,24.27,3.27,70.98,0.0
2019,49,25.02,3.23,72.77,0.0
2019,50,23.48,3.74,80.36,0.99
2019,51,22.23,3.84,82.29,3.5
2019,52,22.71,4.35,79.7,7.13
2019,53,22.28,5.04,71.88,1.65
2019,54,22.6,5.43,69.69,1.78
2019,55,22.25,5.16,64.51,0.65
2019,56,22.41,3.2,61.64,0.41
2019,57,23.27,2.8,64.76,0.0
2019,58,23.92,2.6,72.82,0.03
2019,59,24.91,2.25,67.01,0.01
2019,60,24.56,3.3,72.66,0.17
2019,61,24.25,3.43,72.76,0.61
2019,62,24.62,3.43,73.98,0.03
2019,63,24.55,3.78,74.46,0.0
2019,64,24.67,3.58,74.69,0.1
2019,65,24.79,3.74,68.77,1.71
2019,66,20.93,4.43,63.5,0.04
2019,67,23.61,3.79,71.6,0.03
2019,68,23.1,2.89,83.21,1.29
2019,69,25.25,1.61,69.46,0.13
2019,70,23.76,3.42,71.1,0.0
2019,71,25.31,2.34,65.2,0.61
2019,72,21.81,3.8,73.72,2.64
2019,73,23.42,3.87,80.55,18.9
2019,74,21.35,3.88,85.82,11.65
2019,75,21.79,4.1,82.88,17.96
2019,76,21.59,4.27,90.24,28.01
2019,77,20.51,2.21,83.92,13.94
2019,78,22.09,2.16,77.35,5.39
2019,79,22.34,2.48,83.4,1.3
2019,80,22.52,3.14,84.09,1.34
2019,81,22.79,1.92,81.03,4.47
2019,82,22.92,2.18,83.37,2.81
2019,83,23.81,2.37,82.34,2.57
2019,84,23.33,3.47,82.08,3.35
2019,85,20.62,3.63,58.55,0.27
2019,86,20.64,2.84,64.99,0.1
2019,87,21.91,2.4,62.93,0.01
2019,88,22.44,3.25,75.62,0.81
2019,89,19.6,4.37,75.95,28.56
2019,90,16.88,3.96,62.09,0.0
2019,91,18.4,2.96,74.77,0.88
2019,92,20.76,2.51,70.13,0.88
2019,93,20.79,1.96,77.57,0.11
2019,94,21.0,2.97,81.77,4.63
2019,95,20.8,2.59,75.53,4.48
2019,96,21.62,2.32,78.26,0.07
2019,97,22.03,1.6,74.05,0.0
2019,98,22.76,2.15,59.38,0.01
2019,99,21.33,3.85,62.51,0.03
2019,100,17.87,4.26,67.6,0.0
2019,101,18.5,2.79,71.85,0.02
2019,102,19.25,2.16,71.37,0.05
2019,103,19.85,2.01,74.04,0.01
2019,104,20.07,2.45,74.05,0.22
2019,105,19.6,2.42,74.15,0.04
2019,106,20.35,2.06,76.58,0.1
2019,107,20.86,1.78,76.94,0.04
2019,108,20.59,2.06,80.82,0.05
2019,109,20.92,1.97,82.42,0.13
2019,110,21.34,1.76,84.39,0.05
2019,111,21.9,2.56,82.77,0.16
2019,112,22.02,2.88,78.98,0.26
2019,113,21.87,1.68,79.9,2.21
2019,114,21.28,1.97,79.38,0.41
2019,115,20.86,2.14,73.03,0.08
2019,116,21.72,3.19,62.5,0.01
2019,117,17.62,3.19,58.56,0.0
2019,118,18.14,2.97,56.4,0.0
2019,119,19.38,2.26,69.5,0.0
2019,120,20.67,3.35,76.62,0.01
2019,121,21.2,2.79,75.86,0.01
2019,122,21.76,2.86,77.63,0.0
2019,123,20.56,3.58,87.98,6.09
2019,124,19.11,3.7,68.58,1.34
2019,125,17.49,5.37,77.97,1.84
2019,126,17.3,3.44,68.52,0.21
2019,127,17.63,2.48,55.27,0.0
2019,128,16.78,4.27,61.08,0.0
2019,129,16.38,2.82,60.81,0.0
2019,130,16.69,3.63,61.63,0.23
2019,131,16.42,5.37,63.66,0.26
2019,132,16.98,2.71,66.89,0.0
2019,133,18.6,2.13,71.49,0.0
2019,134,18.18,2.52,69.44,0.03
2019,135,18.97,1.72,65.63,0.0
2019,136,18.77,1.63,65.69,0.0
2019,137,19.04,2.35,74.69,0.01
2019,138,19.42,1.77,74.58,0.02
2019,139,20.02,2.2,70.71,0.03
2019,140,19.54,2.34,73.45,0.0
2019,141,19.85,1.95,66.29,0.01
2019,142,19.71,2.38,74.41,0.01
2019,143,19.75,1.86,78.92,0.01
2019,144,19.98,1.83,53.82,0.0
2019,145,18.96,2.57,60.3,0.03
2019,146,18.12,3.37,61.49,0.07
2019,147,14.63,5.44,61.93,0.14
2019,148,14.53,4.88,59.43,0.0
2019,149,15.48,5.24,62.58,0.02
2019,150,12.96,4.79,62.48,0.0
2019,151,14.49,4.05,70.59,0.01
2019,152,16.9,4.29,76.82,0.24
2019,153,17.15,2.45,74.55,0.2
2019,154,15.23,3.0,65.32,0.31
2019,155,14.46,7.56,80.35,9.23
2019,156,15.03,4.84,79.95,2.47
2019,157,15.26,3.78,69.1,0.03
2019,158,17.21,2.69,74.08,0.14
2019,159,15.93,2.09,82.12,0.07
2019,160,17.08,1.89,67.93,0.03
2019,161,17.81,2.66,68.02,0.01
2019,162,17.5,2.47,70.09,0.0
2019,163,18.0,2.76,69.18,0.01
2019,164,18.74,3.0,63.33,0.21
2019,165,15.75,2.73,62.33,0.0
2019,166,15.33,2.55,69.42,0.02
2019,167,16.14,2.91,81.0,6.32
2019,168,15.88,4.43,85.57,6.1
2019,169,16.09,2.52,79.02,1.23
2019,170,14.08,3.72,63.88,0.0
2019,171,13.57,2.39,67.57,0.9
2019,172,12.75,4.61,70.64,0.47
2019,173,13.33,4.88,78.52,2.27
2019,174,13.91,4.14,83.5,10.27
2019,175,16.0,3.89,74.04,4.22
2019,176,16.52,2.95,72.69,1.32
2019,177,16.72,2.63,72.09,1.19
2019,178,16.66,1.79,72.95,0.26
2019,179,16.47,2.68,80.51,0.1
2019,180,16.08,3.53,78.75,0.06
2019,181,14.95,3.19,61.57,0.54
2019,182,13.44,2.4,61.67,0.0
2019,183,14.82,1.85,51.72,0.0
2019,184,16.06,3.15,70.22,0.05
2019,185,16.76,3.59,74.75,4.21
2019,186,16.97,2.92,76.5,6.72
2019,187,17.09,2.03,69.85,0.8
2019,188,16.48,1.63,72.24,0.77
2019,189,15.16,2.74,81.21,0.86
2019,190,14.51,2.96,63.5,0.02
2019,191,13.44,3.2,64.41,0.02
2019,192,14.43,4.22,61.38,0.0
2019,193,15.39,4.17,62.29,0.0
2019,194,13.38,5.82,60.78,0.0
2019,195,11.97,4.6,62.92,0.0
2019,196,14.17,5.03,60.48,0.0
2019,197,14.55,3.93,65.49,0.0
2019,198,14.27,3.69,62.89,0.0
2019,199,14.6,3.55,60.17,0.0
2019,200,13.8,2.63,64.28,0.0
2019,201,14.25,2.47,64.26,0.0
2019,202,15.04,2.24,60.88,0.0
2019,203,16.29,2.55,61.69,0.03
2019,204,16.21,2.65,56.76,0.0
2019,205,16.0,2.97,58.69,0.0
2019,206,14.27,2.19,59.75,0.0
2019,207,14.69,2.18,64.64,0.0
2019,208,15.76,2.41,70.44,0.03
2019,209,15.38,2.3,68.64,0.0
2019,210,15.07,2.64,68.86,0.26
2019,211,14.97,4.14,76.13,0.56
2019,212,15.2,3.78,75.02,0.51
2019,213,15.69,2.19,64.74,0.01
2019,214,15.33,2.46,72.09,0.08
2019,215,14.62,2.78,63.77,0.0
2019,216,14.44,2.18,68.81,0.02
2019,217,16.46,1.45,67.26,0.01
2019,218,14.62,2.16,54.54,0.0
2019,219,14.86,2.26,55.84,0.0
2019,220,15.16,4.55,56.94,0.05
2019,221,14.0,6.99,54.4,0.02
2019,222,11.87,6.54,58.84,0.12
2019,223,12.19,5.35,63.21,0.32
2019,224,13.72,3.84,67.51,0.13
2019,225,13.62,2.48,64.99,0.0
2019,226,14.28,1.87,61.01,0.01
2019,227,14.58,2.04,49.21,0.0
2019,228,15.44,2.2,53.19,0.0
2019,229,15.43,3.09,62.26,0.01
2019,230,15.92,3.74,77.35,0.01
2019,231,13.55,6.05,53.89,0.01
2019,232,14.07,4.56,56.71,0.0
2019,233,16.09,4.92,59.36,0.0
2019,234,15.6,6.06,55.71,0.0
2019,235,13.84,2.84,62.19,0.0
2019,236,15.32,2.32,54.95,0.0
2019,237,15.72,3.01,56.17,0.01
2019,238,14.51,3.17,79.37,1.44
2019,239,15.11,3.27,77.68,1.01
2019,240,16.15,1.94,63.89,0.05
2019,241,14.38,5.25,79.21,15.89
2019,242,15.05,5.95,77.8,12.29
2019,243,15.86,3.87,78.39,1.27
2019,244,16.55,1.87,75.61,0.02
2019,245,15.56,3.24,70.25,0.1
2019,246,16.43,2.39,62.79,0.0
2019,247,18.49,1.75,58.19,0.0
2019,248,17.37,2.31,70.24,0.0
2019,249,18.53,4.66,68.65,0.22
2019,250,14.83,6.21,55.97,0.02
2019,251,14.61,5.51,54.13,0.0
2019,252,14.19,6.53,60.35,0.12
2019,253,13.92,4.82,68.34,0.03
2019,254,15.55,2.03,64.43,0.0
2019,255,17.07,1.9,56.37,0.0
2019,256,16.18,2.88,70.79,0.0
2019,257,15.46,3.13,63.38,0.0
2019,258,17.52,2.1,57.54,0.0
2019,259,17.34,3.75,59.53,1.67
2019,260,13.81,6.01,83.7,28.58
2019,261,15.96,5.03,83.51,16.59
2019,262,17.46,2.61,86.62,3.82
2019,263,17.93,3.68,86.19,1.49
2019,264,18.83,3.42,83.81,0.87
2019,265,17.89,1.98,76.92,2.16
2019,266,16.61,3.24,57.48,0.06
2019,267,15.66,1.96,58.92,0.0
2019,268,15.77,2.41,65.96,0.0
2019,269,17.1,2.44,76.17,0.0
2019,270,18.9,1.39,66.56,0.0
2019,271,16.19,4.12,62.09,0.01
2019,272,16.27,2.24,66.23,0.0
2019,273,15.99,3.05,71.18,0.1
2019,274,17.0,2.69,68.12,0.01
2019,275,17.92,2.34,71.97,0.0
2019,276,20.63,1.82,59.66,0.0
2019,277,19.84,3.33,64.83,0.06
2019,278,16.96,2.84,77.01,0.79
2019,279,18.1,3.9,83.18,0.37
2019,280,18.65,2.86,79.42,0.03
2019,281,17.59,3.54,72.57,2.7
2019,282,15.04,5.1,72.54,0.39
2019,283,16.04,3.87,70.12,0.64
2019,284,14.56,2.32,79.45,12.24
2019,285,15.27,3.42,72.04,6.33
2019,286,15.79,2.44,66.46,0.1
2019,287,17.69,2.8,68.63,0.0
2019,288,19.33,2.31,79.5,0.01
2019,289,19.32,1.88,80.25,0.46
2019,290,19.86,3.85,61.11,0.01
2019,291,17.97,2.84,49.51,0.0
2019,292,19.49,3.51,47.93,0.03
2019,293,17.02,2.71,53.72,0.01
2019,294,18.29,1.78,55.01,0.0
2019,295,18.73,2.31,68.11,0.0
2019,296,20.18,2.69,73.73,0.0
2019,297,20.55,1.84,75.96,0.07
2019,298,24.22,2.47,51.88,0.04
2019,299,23.13,3.96,44.07,0.53
2019,300,17.97,3.04,46.59,0.0
2019,301,18.2,2.36,66.77,1.79
2019,302,19.55,2.77,72.33,0.14
2019,303,20.39,1.57,75.85,0.01
2019,304,20.72,2.13,82.67,0.05
2019,305,20.41,3.33,81.4,0.06
2019,306,21.18,3.77,75.52,0.01
2019,307,21.84,2.0,77.49,13.2
2019,308,19.66,2.56,77.45,1.1
2019,309,16.56,4.06,67.36,0.89
2019,310,19.98,2.1,50.1,0.0
2019,311,22.33,2.16,44.83,0.0
2019,312,21.01,3.69,51.1,0.2
2019,313,16.31,3.56,47.54,0.1
2019,314,18.17,3.5,56.75,0.0
2019,315,19.71,2.44,63.74,0.0
2019,316,22.58,3.47,49.29,0.0
2019,317,17.88,2.92,47.12,0.0
2019,318,19.81,2.28,52.43,0.0
2019,319,23.07,1.99,44.02,0.0
2019,320,18.9,3.71,72.8,0.02
2019,321,18.44,3.2,74.0,0.14
2019,322,20.15,2.6,65.75,0.0
2019,323,23.11,2.66,51.19,0.01
2019,324,19.26,3.17,75.97,0.0
2019,325,21.68,3.14,79.59,0.0
2019,326,20.17,2.77,81.11,0.04
2019,327,19.71,2.95,85.69,2.09
2019,328,19.32,3.11,77.53,1.69
2019,329,21.46,2.61,82.69,2.83
2019,330,23.69,4.29,59.6,1.38
2019,331,18.45,3.1,51.93,0.0
2019,332,20.77,3.28,68.67,0.0
2019,333,22.15,2.57,76.37,0.02
2019,334,20.13,3.41,76.28,0.12
2019,335,19.29,2.48,66.76,0.35
2019,336,18.17,5.11,50.57,0.35
2019,337,20.84,2.51,43.28,0.0
2019,338,21.37,2.43,54.28,0.0
2019,339,23.5,2.17,44.72,0.0
2019,340,22.61,1.45,51.65,0.11
2019,341,20.2,2.54,71.54,0.1
2019,342,20.71,3.12,71.94,0.0
2019,343,21.41,3.61,79.24,0.0
2019,344,22.09,3.65,77.7,0.0
2019,345,19.21,4.1,75.83,0.0
2019,346,19.12,3.48,71.54,0.03
2019,347,19.49,2.77,70.55,0.02
2019,348,21.29,2.55,75.25,0.02
2019,349,22.83,1.81,72.74,0.02
2019,350,20.22,4.71,71.19,0.01
2019,351,20.07,2.56,65.09,0.0
2019,352,21.68,2.87,67.95,0.0
2019,353,24.83,3.26,59.88,0.0
2019,354,21.47,3.09,73.48,0.0
2019,355,23.5,4.08,71.07,0.0
2019,356,19.47,4.85,68.42,0.0
2019,357,20.8,2.88,72.11,0.02
2019,358,22.24,2.64,84.74,0.64
2019,359,22.59,3.44,76.74,0.32
2019,360,22.79,3.57,74.4,0.0
2019,361,22.69,3.43,73.47,0.0
2019,362,23.63,3.46,68.93,0.0
2019,363,23.24,1.71,74.77,0.0
2019,364,24.02,2.73,75.49,0.0
2019,365,26.49,3.06,62.35,0.01
2020,1,20.97,3.95,76.33,0.03
2020,2,21.94,3.05,74.65,0.03
2020,3,23.37,2.66,83.36,0.01
2020,4,28.5,2.95,60.92,0.0
2020,5,21.49,5.39,69.35,0.08
2020,6,21.78,2.94,72.3,2.88
2020,7,23.58,2.09,83.59,1.86
2020,8,22.56,3.09,87.82,3.36
2020,9,22.52,2.92,83.04,0.31
2020,10,24.68,2.99,78.46,0.03
2020,11,21.26,5.14,71.72,0.9
2020,12,20.79,4.04,68.08,1.53
2020,13,21.78,3.09,67.7,0.25
2020,14,22.59,2.34,74.71,0.03
2020,15,23.08,1.89,79.35,2.49
2020,16,22.98,1.34,90.27,12.14
2020,17,21.61,4.96,89.59,12.59
2020,18,21.34,4.47,88.04,8.76
2020,19,22.23,1.75,82.64,3.2
2020,20,23.42,2.13,84.06,4.43
2020,21,23.91,2.69,62.27,0.0
2020,22,24.88,2.97,73.82,0.0
2020,23,28.86,2.88,58.47,4.32
2020,24,24.23,3.27,77.25,2.57
2020,25,24.79,2.58,77.78,1.92
2020,26,27.03,1.76,77.15,0.49
2020,27,25.26,2.29,86.36,1.48
2020,28,25.49,2.44,84.86,0.26
2020,29,24.16,3.42,75.39,0.16
2020,30,24.42,2.16,72.86,0.01
2020,31,25.83,3.14,82.1,0.01
2020,32,28.82,2.87,69.6,0.01
2020,33,26.23,2.59,83.98,9.68
2020,34,23.88,3.43,75.12,1.89
2020,35,20.78,4.24,59.47,0.08
2020,36,22.72,3.25,61.32,0.01
2020,37,22.92,3.72,74.79,8.09
2020,38,21.06,4.47,88.5,46.22
2020,39,22.11,5.83,87.23,56.7
2020,40,21.81,8.33,90.29,161.21
2020,41,23.65,3.15,92.03,9.33
2020,42,23.73,2.39,90.71,1.82
2020,43,23.21,2.09,92.83,12.93
2020,44,22.98,2.8,91.94,9.59
2020,45,21.87,3.03,79.23,0.79
2020,46,21.54,2.21,82.21,12.77
2020,47,21.83,2.6,84.7,5.61
2020,48,22.05,1.59,88.21,9.84
2020,49,23.97,2.5,88.62,11.04
2020,50,22.69,3.02,70.28,0.85
2020,51,20.13,3.22,70.89,0.08
2020,52,20.75,2.33,75.25,1.5
2020,53,21.34,3.2,74.47,1.72
2020,54,22.16,2.95,77.73,0.14
2020,55,22.59,2.3,79.96,0.02
2020,56,23.28,2.68,84.9,0.11
2020,57,23.83,3.08,85.7,1.67
2020,58,20.88,2.95,74.34,0.52
2020,59,20.37,3.52,77.15,0.06
2020,60,21.79,2.42,73.8,0.01
2020,61,23.05,2.65,86.63,0.01
2020,62,23.13,3.37,79.76,0.05
2020,63,20.73,3.05,79.16,5.83
2020,64,21.86,3.64,85.75,11.72
2020,65,22.46,4.82,91.79,53.47
2020,66,22.28,3.85,87.22,0.81
2020,67,20.8,4.33,80.02,6.0
2020,68,19.82,3.3,76.68,3.36
2020,69,19.46,3.14,78.43,3.41
2020,70,20.05,2.1,68.47,0.11
2020,71,20.97,2.21,68.79,0.11
2020,72,21.11,2.61,70.1,0.27
2020,73,20.7,2.44,71.77,0.54
2020,74,18.27,5.72,80.46,20.85
2020,75,19.29,4.61,72.13,2.51
2020,76,20.22,4.17,75.98,13.2
2020,77,19.85,2.28,72.81,3.02
2020,78,20.31,2.4,76.95,0.28
2020,79,22.06,2.14,78.31,0.01
2020,80,23.36,2.5,77.36,0.0
2020,81,20.7,2.39,77.49,0.1
2020,82,21.47,3.3,77.53,0.22
2020,83,20.01,4.12,72.78,0.75
2020,84,20.38,2.91,77.22,0.88
2020,85,20.21,2.95,86.37,26.42
2020,86,19.77,4.61,75.64,5.12
2020,87,19.92,3.13,71.47,3.17
2020,88,20.46,2.64,73.55,3.69
2020,89,21.13,3.75,85.57,4.1
2020,90,21.14,2.26,90.2,6.24
2020,91,20.84,2.43,83.38,0.14
2020,92,21.58,3.0,85.72,2.15
2020,93,21.72,4.16,89.98,9.12
2020,94,20.59,3.15,89.06,19.46
2020,95,20.75,4.81,74.42,2.96
2020,96,18.14,3.04,63.96,0.0
2020,97,18.13,3.41,73.01,0.04
2020,98,18.64,2.95,69.68,0.07
2020,99,18.77,2.35,71.6,0.3
2020,100,19.54,2.43,79.11,0.52
2020,101,18.91,3.47,91.21,5.98
2020,102,18.3,5.01,67.89,0.07
2020,103,16.2,3.1,61.4,0.0
2020,104,17.31,1.82,64.85,0.0
2020,105,18.96,1.88,77.72,0.0
2020,106,20.17,1.97,83.54,0.0
2020,107,21.49,2.66,79.51,0.0
2020,108,20.19,3.28,65.12,0.0
2020,109,17.86,2.93,64.15,0.0
2020,110,18.61,1.8,71.66,0.02
2020,111,19.06,2.52,70.41,0.0
2020,112,19.28,2.17,74.14,0.0
2020,113,19.68,2.46,68.04,0.0
2020,114,18.54,2.65,71.05,0.0
2020,115,20.39,2.05,71.48,0.0
2020,116,19.63,2.6,78.13,0.0
2020,117,19.64,3.05,75.44,0.5
2020,118,19.53,2.57,76.8,0.14
2020,119,20.64,3.67,78.86,0.25
2020,120,21.29,3.86,86.03,3.47
2020,121,18.26,4.24,83.42,16.85
2020,122,14.16,5.19,67.61,0.07
2020,123,15.04,5.56,65.52,0.08
2020,124,15.44,4.59,66.14,0.02
2020,125,15.8,3.38,69.84,0.06
2020,126,17.42,2.7,73.55,0.13
2020,127,17.2,2.54,75.22,0.01
2020,128,17.13,2.69,79.5,0.01
2020,129,18.84,3.0,78.46,0.0
2020,130,19.01,3.59,72.47,0.07
2020,131,14.54,4.01,60.21,0.0
2020,132,14.95,2.76,62.26,0.0
2020,133,16.01,2.33,65.51,0.0
2020,134,15.34,2.57,71.16,0.01
2020,135,16.1,4.37,75.55,1.83
2020,136,16.42,3.62,72.24,0.95
2020,137,17.3,2.12,67.32,1.18
2020,138,17.95,1.82,62.59,0.39
2020,139,18.02,2.43,69.71,1.76
2020,140,18.18,2.31,71.09,0.26
2020,141,18.69,3.24,76.31,0.12
2020,142,15.96,2.5,83.46,17.8
2020,143,13.89,7.24,80.35,8.88
2020,144,14.91,5.67,77.35,2.97
2020,145,16.34,7.06,75.96,0.29
2020,146,16.46,6.91,83.88,4.39
2020,147,17.6,4.54,79.93,2.53
2020,148,17.17,1.57,67.57,0.11
2020,149,16.62,2.61,74.49,0.11
2020,150,16.51,2.35,78.0,0.26
2020,151,16.9,2.19,76.07,0.04
2020,152,16.77,3.51,79.77,0.02
2020,153,16.41,4.29,68.08,0.02
2020,154,12.64,5.13,72.96,0.17
2020,155,14.63,5.49,68.87,0.0
2020,156,14.63,3.99,72.01,0.0
2020,157,14.58,1.89,61.01,0.0
2020,158,14.73,1.67,67.85,0.01
2020,159,15.22,2.06,70.14,1.55
2020,160,15.22,4.47,82.0,2.38
2020,161,16.74,2.59,75.51,1.11
2020,162,17.24,2.82,84.84,1.43
2020,163,16.7,2.82,83.27,0.17
2020,164,16.44,2.29,79.69,0.46
2020,165,17.23,2.28,83.31,0.08
2020,166,16.34,3.53,73.89,0.84
2020,167,14.83,2.63,67.25,0.04
