YEAR,DOY,T2M,WS2M,RH2M,PRECTOTCORR
2018,202,13.3,0.3,81.41,0.87
2018,203,15.26,0.23,80.67,2.28
2018,204,12.29,0.41,74.1,0.03
2018,205,14.05,0.33,67.87,0.0
2018,206,16.01,0.53,59.23,0.0
2018,207,16.9,0.52,59.29,0.0
2018,208,18.3,0.56,54.92,0.0
2018,209,19.77,0.42,55.84,0.0
2018,210,20.97,0.36,50.18,0.0
2018,211,21.35,0.36,46.1,0.0
2018,212,18.06,0.51,66.78,0.39
2018,213,14.16,0.36,81.67,0.22
2018,214,10.6,0.27,92.46,1.64
2018,215,9.44,0.26,94.14,4.41
2018,216,12.31,0.28,81.66,0.54
2018,217,14.57,0.49,76.63,0.1
2018,218,14.16,0.49,75.54,0.01
2018,219,13.44,0.35,79.82,0.03
2018,220,13.59,0.41,83.46,0.02
2018,221,13.07,0.39,85.83,0.51
2018,222,12.36,0.36,81.17,0.26
2018,223,11.33,0.26,80.93,0.19
2018,224,12.02,0.3,83.34,0.33
2018,225,14.23,0.34,81.91,0.08
2018,226,12.82,0.3,84.66,1.23
2018,227,12.19,0.37,69.43,0.07
2018,228,10.76,0.47,73.85,0.0
2018,229,9.52,0.32,82.54,0.1
2018,230,11.38,0.47,75.1,0.01
2018,231,12.83,0.63,72.1,0.0
2018,232,14.41,0.56,58.22,0.0
2018,233,14.95,0.64,52.96,0.0
2018,234,9.57,0.46,87.61,1.17
2018,235,8.36,0.26,86.13,1.75
2018,236,8.69,0.23,85.24,1.83
2018,237,8.5,0.26,90.51,4.36
2018,238,8.75,0.38,80.96,1.9
2018,239,11.22,0.4,79.19,0.35
2018,240,9.33,0.32,93.85,2.42
2018,241,9.11,0.23,85.92,2.25
2018,242,8.0,0.28,89.82,2.02
2018,243,6.01,0.36,96.7,4.5
2018,244,5.4,0.25,89.26,3.57
2018,245,6.22,0.35,91.54,7.15
2018,246,6.94,0.3,82.04,1.0
2018,247,7.03,0.48,79.41,0.01
2018,248,8.13,0.48,81.15,0.4
2018,249,8.98,0.48,83.72,1.7
2018,250,7.92,0.36,93.7,7.5
2018,251,5.84,0.27,97.44,7.71
2018,252,5.97,0.26,96.42,14.49
2018,253,5.44,0.28,96.18,9.39
2018,254,8.16,0.27,83.63,2.42
2018,255,4.19,0.22,93.84,3.91
2018,256,0.7,0.46,64.72,0.01
2018,257,0.17,0.32,79.48,3.46
2018,258,-0.54,0.38,90.3,4.83
2018,259,0.99,0.36,90.06,0.89
2018,260,2.8,0.32,88.56,1.98
2018,261,3.75,0.44,86.99,0.72
2018,262,4.49,0.36,92.28,2.14
2018,263,4.84,0.24,89.34,1.01
2018,264,2.45,0.37,81.88,0.21
2018,265,3.23,0.37,70.19,0.04
2018,266,2.93,0.38,92.83,2.1
2018,267,6.14,0.2,99.25,2.32
2018,268,6.38,0.2,91.19,0.3
2018,269,5.93,0.23,95.85,1.53
2018,270,6.63,0.31,93.63,0.57
2018,271,4.93,0.3,75.02,0.0
2018,272,1.79,0.61,66.59,0.07
2018,273,-0.6,0.46,70.22,0.0
2018,274,-0.97,0.41,67.26,0.06
2018,275,-2.79,0.51,61.28,0.05
2018,276,-1.0,0.35,65.42,0.0
2018,277,0.49,0.38,78.25,0.0
2018,278,2.2,0.39,83.7,0.07
2018,279,1.04,0.21,95.04,2.51
2018,280,1.9,0.26,99.28,7.85
2018,281,1.65,0.22,99.39,11.89
2018,282,-0.11,0.28,95.05,0.16
2018,283,0.42,0.39,86.69,0.04
2018,284,2.01,0.37,95.27,6.95
2018,285,2.03,0.52,87.52,1.55
2018,286,2.95,0.56,71.28,0.0
2018,287,2.89,0.46,76.11,0.0
2018,288,4.33,0.57,66.96,0.0
2018,289,6.42,0.73,61.9,0.0
2018,290,4.15,0.48,85.96,0.51
2018,291,4.58,0.29,94.43,0.65
2018,292,4.63,0.35,97.3,3.07
2018,293,2.07,0.43,91.45,0.76
2018,294,1.85,0.55,82.54,0.0
2018,295,4.05,0.74,76.98,0.0
2018,296,3.9,0.56,92.0,1.57
2018,297,2.24,0.37,95.21,5.33
2018,298,1.23,0.48,95.66,6.29
2018,299,0.2,0.51,97.23,12.3
2018,300,0.89,0.38,91.48,3.67
2018,301,0.44,0.32,98.48,13.43
2018,302,0.51,0.44,99.12,10.46
2018,303,-0.1,0.29,99.22,13.11
2018,304,0.06,0.36,99.13,5.95
2018,305,0.5,0.32,99.62,23.91
2018,306,0.88,0.41,99.42,10.3
2018,307,0.69,0.5,99.14,22.99
2018,308,0.42,0.37,99.09,9.34
2018,309,-0.59,0.23,99.02,9.12
2018,310,-5.31,0.48,98.31,0.8
2018,311,-7.23,0.88,87.61,0.0
2018,312,-2.5,0.45,97.72,6.82
2018,313,-1.9,0.36,99.71,4.34
2018,314,-3.74,0.48,99.75,0.52
2018,315,-3.92,0.49,93.41,0.08
2018,316,0.15,0.89,58.74,0.0
2018,317,-1.05,0.81,89.96,10.44
2018,318,0.35,0.54,99.5,11.41
2018,319,-0.29,0.47,98.23,15.58
2018,320,-8.49,0.77,99.07,0.05
2018,321,-4.48,0.59,86.16,0.13
2018,322,-0.56,0.22,98.24,0.21
2018,323,-1.28,0.76,86.68,0.09
2018,324,-0.73,0.37,96.98,3.32
2018,325,-0.26,0.53,99.09,8.84
2018,326,-4.22,0.44,99.49,2.26
2018,327,-3.39,0.62,99.56,4.37
2018,328,-3.32,0.49,99.65,4.18
2018,329,-0.55,0.41,99.06,7.29
2018,330,0.26,0.46,99.16,12.08
2018,331,0.15,0.38,98.73,9.87
2018,332,-1.32,0.39,99.57,5.5
2018,333,-4.29,0.57,99.83,0.78
2018,334,-7.53,0.79,99.4,0.53
2018,335,-9.61,0.69,99.67,0.25
2018,336,-12.73,0.74,99.59,0.11
2018,337,-11.83,0.98,84.3,0.01
2018,338,-11.02,0.83,78.78,0.05
2018,339,-11.9,0.65,95.88,0.04
2018,340,-11.34,1.02,84.7,0.0
2018,341,-11.21,0.83,89.85,1.34
2018,342,-4.96,0.4,99.79,1.82
2018,343,-1.65,0.98,98.72,8.04
2018,344,-3.21,0.88,98.97,4.66
2018,345,-1.75,1.3,98.9,16.92
2018,346,-2.83,1.34,99.0,15.26
2018,347,-4.66,1.07,98.87,9.97
2018,348,-7.99,0.7,99.46,15.73
2018,349,-6.83,0.9,99.6,3.34
2018,350,-4.13,0.57,99.92,7.3
2018,351,-1.25,0.77,98.97,9.1
2018,352,-1.02,0.85,98.97,13.83
2018,353,-4.55,0.46,99.76,6.56
2018,354,-7.51,0.73,99.61,5.79
2018,355,-10.89,0.57,96.12,1.11
2018,356,-9.26,0.76,99.62,3.82
2018,357,-3.99,0.85,99.3,7.43
2018,358,-4.48,0.67,99.77,3.4
2018,359,-8.48,0.59,99.88,1.51
2018,360,-7.91,0.42,99.78,3.86
2018,361,-5.57,0.46,99.83,3.45
2018,362,-2.15,0.59,99.35,18.16
2018,363,-2.71,1.31,99.2,20.7
2018,364,-11.0,0.85,90.79,0.12
2018,365,-7.58,0.97,94.6,3.03
2019,1,-3.06,1.45,99.34,10.52
2019,2,-2.46,0.9,99.39,16.78
2019,3,-6.66,0.62,99.85,7.55
2019,4,-5.48,0.62,99.19,4.58
2019,5,-4.01,0.45,98.94,7.66
2019,6,-7.38,0.71,99.25,4.96
2019,7,-13.67,0.81,99.02,0.39
2019,8,-14.11,1.03,99.22,5.18
2019,9,-9.5,1.06,99.98,8.94
2019,10,-0.72,1.01,98.57,8.82
2019,11,0.15,1.18,98.58,14.84
2019,12,0.1,0.32,98.71,13.19
2019,13,0.3,0.38,98.45,1.42
2019,14,-1.47,0.59,98.41,0.55
2019,15,-11.07,0.58,97.81,0.02
2019,16,-15.86,1.01,97.69,0.03
2019,17,-14.32,1.48,99.81,0.16
2019,18,-4.75,0.88,99.41,8.32
2019,19,-2.12,1.98,98.3,12.45
2019,20,-4.45,0.79,99.54,3.35
2019,21,-7.84,0.62,99.89,3.11
2019,22,-1.51,1.2,98.77,4.33
2019,23,-6.09,0.6,98.24,0.23
2019,24,-4.88,0.54,99.78,0.98
2019,25,-0.64,0.98,99.35,4.57
2019,26,0.17,1.76,99.17,6.75
2019,27,-6.02,0.69,98.65,0.07
2019,28,-5.09,0.69,74.63,0.0
2019,29,-6.12,0.74,80.85,0.73
2019,30,-4.26,0.42,99.25,2.46
2019,31,-1.52,0.58,98.97,14.89
2019,32,-5.69,0.82,99.05,7.56
2019,33,-21.73,1.57,98.51,0.74
2019,34,-29.69,2.77,98.7,0.04
2019,35,-24.66,1.01,97.34,0.03
2019,36,-21.06,1.05,91.66,0.0
2019,37,-11.05,0.57,74.53,0.8
2019,38,-8.33,0.53,99.18,1.94
2019,39,-19.26,1.58,98.76,0.09
2019,40,-24.2,1.57,96.3,0.01
2019,41,-17.62,1.33,94.78,0.6
2019,42,-19.55,1.48,98.95,0.03
2019,43,-20.02,1.19,99.19,0.01
2019,44,-18.3,0.55,97.81,0.03
2019,45,-15.59,1.75,99.17,0.09
2019,46,-15.64,1.14,99.6,2.06
2019,47,-16.75,1.05,98.78,0.82
2019,48,-18.81,1.05,99.17,0.05
2019,49,-12.2,0.67,91.17,0.43
2019,50,-7.01,0.77,99.68,4.12
2019,51,-10.66,0.9,99.23,0.37
2019,52,-10.7,1.19,96.52,3.54
2019,53,-5.76,0.76,99.13,6.62
2019,54,-15.84,1.71,99.0,0.53
2019,55,-18.2,1.11,99.31,0.03
2019,56,-19.41,1.3,98.41,0.0
2019,57,-15.23,1.08,99.11,0.0
2019,58,-11.97,1.28,99.04,0.07
2019,59,-10.73,0.78,98.49,0.0
2019,60,-13.3,1.16,99.56,0.28
2019,61,-20.31,1.37,98.78,0.01
2019,62,-19.04,1.2,99.15,0.03
2019,63,-17.65,0.75,98.87,0.03
2019,64,-16.45,0.68,99.35,0.07
2019,65,-13.06,0.81,99.23,0.06
2019,66,-9.93,0.68,97.81,0.39
2019,67,-9.54,0.55,98.63,0.18
2019,68,-9.03,0.49,97.24,0.16
2019,69,-7.76,1.35,99.36,4.22
2019,70,-4.09,0.96,99.06,12.14
2019,71,-6.91,0.72,99.22,1.43
2019,72,-6.54,0.75,99.14,0.8
2019,73,-4.98,0.74,99.36,5.37
2019,74,-4.0,0.66,97.26,1.09
2019,75,-1.8,0.64,98.03,4.03
2019,76,-0.04,0.47,95.66,0.15
2019,77,0.49,1.13,67.67,0.0
2019,78,0.48,1.26,70.17,0.0
2019,79,1.07,1.05,65.21,0.0
2019,80,2.44,0.91,62.99,0.0
2019,81,-0.15,0.7,92.19,1.69
2019,82,-1.48,0.6,95.78,0.67
2019,83,-2.21,0.93,84.18,0.0
2019,84,-1.79,0.67,84.26,0.0
2019,85,-1.28,0.67,91.59,2.12
2019,86,-2.81,0.9,96.9,0.09
2019,87,-1.39,0.71,89.37,0.05
2019,88,-0.77,0.41,82.23,0.0
2019,89,-1.65,0.45,89.79,0.02
2019,90,-2.06,0.64,90.39,0.0
2019,91,-2.26,0.78,93.65,0.05
2019,92,-1.84,0.61,84.7,0.0
2019,93,-0.19,0.82,83.25,0.51
2019,94,-0.39,0.52,98.25,1.86
2019,95,0.37,0.54,97.01,3.55
2019,96,-0.34,0.89,96.59,5.36
2019,97,-0.49,1.19,97.88,8.99
2019,98,-1.55,0.68,94.6,0.39
2019,99,-2.0,0.89,97.25,3.22
2019,100,-2.33,0.75,95.62,3.77
2019,101,-2.03,0.66,90.88,0.25
2019,102,-1.62,0.81,91.19,1.36
2019,103,-1.03,0.75,96.47,14.1
2019,104,-2.89,0.83,96.57,3.36
2019,105,-3.03,0.68,96.72,2.99
2019,106,-1.41,1.1,97.98,10.77
2019,107,-0.56,1.3,97.22,7.13
2019,108,-0.27,1.05,97.61,3.29
2019,109,-3.09,0.81,95.64,1.23
2019,110,-3.15,0.6,91.76,0.06
2019,111,-2.02,0.94,95.72,7.47
2019,112,-0.12,1.47,97.02,11.43
2019,113,-3.24,0.81,95.64,2.69
2019,114,-4.44,0.78,93.89,0.56
2019,115,-1.84,0.41,87.01,0.0
2019,116,-3.25,0.89,96.39,6.05
2019,117,-2.49,0.68,92.75,0.74
2019,118,-1.1,0.69,86.09,0.0
2019,119,-0.13,0.75,78.04,0.0
2019,120,0.73,0.72,73.25,0.01
2019,121,1.13,0.65,85.01,0.02
2019,122,0.79,0.74,97.83,1.47
2019,123,0.78,0.64,98.17,1.12
2019,124,1.22,0.48,94.97,0.4
2019,125,1.09,0.6,92.67,0.08
2019,126,1.27,0.59,95.48,0.65
2019,127,3.26,0.59,92.1,1.55
2019,128,8.4,0.6,72.69,0.02
2019,129,12.67,0.65,53.0,0.0
2019,130,12.39,0.79,64.02,0.01
2019,131,6.37,0.91,79.34,0.0
2019,132,5.47,0.62,64.03,0.01
2019,133,7.14,0.68,57.22,0.24
2019,134,4.63,0.6,80.8,5.48
2019,135,5.91,0.51,73.52,0.68
2019,136,6.24,0.66,88.64,8.26
2019,137,4.66,0.57,84.16,2.09
2019,138,6.27,0.67,76.65,0.62
2019,139,9.43,0.59,75.36,1.55
2019,140,7.9,0.35,85.82,11.49
2019,141,8.71,0.37,77.71,1.4
2019,142,11.49,0.6,72.56,0.26
2019,143,9.68,0.63,83.58,2.29
2019,144,7.94,0.58,81.7,2.14
2019,145,9.4,0.81,79.33,1.0
2019,146,13.02,0.72,65.05,0.0
2019,147,14.74,0.73,60.82,0.0
2019,148,12.02,0.64,74.62,0.0
2019,149,12.8,0.54,75.43,0.1
2019,150,13.86,0.52,73.07,0.0
2019,151,10.52,0.53,82.88,1.92
2019,152,7.77,0.72,80.93,1.8
2019,153,5.84,0.59,79.66,3.97
2019,154,4.37,0.82,86.65,6.46
2019,155,3.85,0.64,81.27,4.01
2019,156,3.98,0.45,79.94,2.78
2019,157,3.41,0.37,84.62,9.54
2019,158,5.97,0.39,79.52,2.09
2019,159,6.2,0.56,83.44,1.83
2019,160,5.15,0.45,86.68,4.63
2019,161,6.63,0.45,94.21,7.25
2019,162,10.04,0.53,89.88,0.8
2019,163,10.7,0.37,86.04,2.64
2019,164,9.06,0.49,85.21,1.27
2019,165,10.38,0.36,76.22,0.11
2019,166,11.2,0.39,75.34,0.85
2019,167,9.63,0.35,87.55,0.7
2019,168,8.03,0.57,93.24,8.9
2019,169,4.59,0.63,86.96,7.66
2019,170,4.85,0.42,83.74,4.13
2019,171,8.98,0.41,73.78,0.53
2019,172,10.96,0.47,73.21,0.63
2019,173,7.65,0.44,89.53,3.62
2019,174,6.71,0.35,85.19,4.47
2019,175,6.92,0.26,83.41,2.26
2019,176,10.28,0.39,74.8,1.08
2019,177,12.84,0.51,71.97,1.06
2019,178,12.76,0.41,79.4,1.95
2019,179,12.08,0.3,86.15,4.63
2019,180,10.86,0.24,91.73,1.85
2019,181,13.77,0.26,82.03,1.32
2019,182,14.13,0.25,86.03,1.06
2019,183,15.44,0.24,81.99,1.55
2019,184,11.23,0.25,92.38,2.94
2019,185,12.7,0.27,80.89,3.33
2019,186,13.21,0.43,73.81,0.08
2019,187,13.39,0.37,77.07,1.24
2019,188,13.62,0.23,88.03,2.81
2019,189,12.37,0.21,90.47,3.35
2019,190,13.58,0.26,81.87,1.69
2019,191,11.66,0.22,89.83,11.35
2019,192,10.94,0.26,87.64,3.09
2019,193,11.07,0.23,82.14,2.02
2019,194,11.23,0.19,84.05,2.88
2019,195,10.82,0.25,82.52,1.19
2019,196,11.19,0.27,80.15,0.71
2019,197,9.62,0.27,87.96,11.01
2019,198,8.01,0.37,90.06,19.0
2019,199,6.42,0.32,89.89,7.96
2019,200,7.98,0.25,86.76,2.79
2019,201,10.29,0.3,71.71,0.06
2019,202,12.47,0.43,71.87,1.43
2019,203,12.37,0.42,80.32,2.28
2019,204,11.0,0.26,81.48,0.67
2019,205,8.3,0.27,84.57,2.9
2019,206,9.46,0.25,94.3,9.18
2019,207,10.53,0.28,94.47,21.98
2019,208,9.72,0.3,88.62,6.67
2019,209,9.51,0.24,85.98,1.18
2019,210,8.31,0.26,87.93,1.24
2019,211,8.32,0.29,87.92,5.25
2019,212,8.11,0.37,87.87,5.7
2019,213,10.27,0.37,72.87,0.78
2019,214,10.28,0.3,80.39,0.97
2019,215,12.49,0.3,83.15,0.26
2019,216,15.49,0.33,76.23,0.02
2019,217,15.68,0.39,73.7,0.1
2019,218,15.47,0.38,74.79,0.0
2019,219,15.06,0.45,80.18,0.06
2019,220,13.24,0.32,88.37,0.82
2019,221,13.98,0.26,80.55,0.94
2019,222,11.6,0.31,86.11,1.71
2019,223,11.38,0.28,85.65,1.45
2019,224,10.85,0.3,83.35,2.87
2019,225,11.61,0.44,81.16,0.25
2019,226,12.27,0.43,82.6,0.18
2019,227,10.82,0.3,90.04,1.32
2019,228,11.65,0.33,85.26,0.42
2019,229,10.06,0.4,93.32,4.11
2019,230,8.55,0.47,91.07,10.81
2019,231,6.38,0.24,85.38,6.5
2019,232,9.89,0.32,92.86,3.75
2019,233,6.42,0.44,96.24,8.87
2019,234,5.88,0.23,93.2,5.77
2019,235,5.69,0.32,97.94,8.53
2019,236,7.61,0.32,96.76,6.13
2019,237,6.63,0.26,90.27,1.41
2019,238,7.3,0.32,93.84,5.52
2019,239,8.8,0.35,93.85,7.33
2019,240,10.04,0.46,71.77,0.01
2019,241,11.24,0.38,71.98,0.0
2019,242,10.22,0.5,80.85,0.41
2019,243,9.56,0.42,92.79,3.26
2019,244,12.3,0.39,83.83,1.11
2019,245,12.46,0.29,83.38,0.1
2019,246,11.42,0.35,85.84,0.72
2019,247,8.6,0.25,93.03,1.84
2019,248,10.92,0.35,77.41,0.01
2019,249,10.8,0.41,85.77,2.33
2019,250,11.78,0.29,86.84,5.71
2019,251,9.15,0.28,95.62,13.9
2019,252,7.73,0.27,87.6,0.41
2019,253,8.69,0.26,87.6,1.3
2019,254,7.8,0.19,94.91,4.5
2019,255,7.62,0.29,96.01,11.21
2019,256,6.9,0.32,97.31,15.71
2019,257,6.04,0.27,88.37,8.81
2019,258,5.1,0.3,85.5,3.86
2019,259,4.29,0.45,90.06,1.85
2019,260,5.5,0.38,88.61,5.57
2019,261,7.81,0.53,76.57,0.01
2019,262,6.16,0.3,97.54,1.98
2019,263,5.87,0.25,95.64,1.46
2019,264,8.42,0.4,97.77,11.82
2019,265,5.77,0.24,89.55,2.19
2019,266,3.46,0.37,96.76,8.61
2019,267,4.74,0.38,98.3,9.02
2019,268,3.02,0.22,98.45,14.27
2019,269,1.84,0.27,93.56,4.21
2019,270,0.81,0.38,85.07,1.49
2019,271,-0.61,0.41,73.67,0.0
2019,272,-0.89,0.55,71.65,0.01
2019,273,1.89,0.54,67.68,0.02
2019,274,1.81,0.31,81.11,1.92
2019,275,1.2,0.23,97.87,9.54
2019,276,1.13,0.25,97.2,5.34
2019,277,1.6,0.23,96.82,4.16
2019,278,2.03,0.27,93.87,1.56
2019,279,2.25,0.33,97.51,10.02
2019,280,0.16,0.34,92.3,10.19
2019,281,-4.1,0.45,70.42,0.4
2019,282,-1.7,0.3,64.48,0.0
2019,283,-1.17,0.48,82.2,0.0
2019,284,-0.48,0.36,95.48,4.2
2019,285,0.55,0.38,87.85,1.03
2019,286,-0.87,0.43,91.77,1.12
2019,287,-1.02,0.37,93.75,5.99
2019,288,0.58,0.31,98.69,9.59
2019,289,0.99,0.26,98.94,10.0
2019,290,0.59,0.31,98.54,10.46
2019,291,-0.9,0.43,98.07,7.11
2019,292,-1.63,0.46,98.03,4.26
2019,293,-1.21,0.29,99.29,10.96
2019,294,0.69,0.3,99.49,12.91
2019,295,0.26,0.45,98.46,7.16
2019,296,0.55,0.36,98.67,5.42
2019,297,0.68,0.19,99.18,39.49
2019,298,-1.86,0.36,99.63,6.06
2019,299,-5.82,0.65,99.37,0.09
2019,300,-3.82,0.62,82.28,0.01
2019,301,-6.66,0.42,96.73,0.03
2019,302,-3.6,0.49,84.82,0.28
2019,303,-2.28,0.18,99.27,0.52
2019,304,-1.84,0.44,96.8,0.21
2019,305,-1.17,0.48,98.74,2.98
2019,306,0.67,0.27,99.84,2.04
2019,307,1.41,0.27,99.98,3.8
2019,308,2.04,0.25,99.99,1.72
2019,309,-0.31,0.31,98.42,0.36
2019,310,-1.49,0.36,94.01,0.56
2019,311,1.11,0.49,98.98,15.57
2019,312,1.78,0.43,98.29,4.11
2019,313,1.53,0.28,99.64,3.5
2019,314,-2.97,0.41,90.17,0.54
2019,315,-0.03,0.33,95.57,9.82
2019,316,1.32,0.41,99.45,7.24
2019,317,0.74,0.23,99.31,1.39
2019,318,0.65,0.4,94.13,9.46
2019,319,0.41,0.35,99.04,8.67
2019,320,0.87,0.63,99.09,25.51
2019,321,1.8,0.89,98.71,10.74
2019,322,-1.08,0.39,96.33,0.61
2019,323,-2.51,0.5,89.53,0.0
2019,324,-1.68,0.65,75.25,0.0
2019,325,-1.23,0.61,85.57,3.34
2019,326,0.36,1.13,98.22,19.82
2019,327,0.35,0.99,98.95,26.95
2019,328,-3.27,0.61,99.37,4.63
2019,329,-7.39,0.46,99.75,2.19
2019,330,-10.14,0.8,97.82,2.29
2019,331,-15.05,1.03,97.61,0.04
2019,332,-15.58,0.74,94.86,0.0
2019,333,-12.26,0.74,85.42,0.0
2019,334,-10.93,0.71,72.84,0.0
2019,335,-10.47,0.53,91.97,0.23
2019,336,-4.24,0.96,99.09,7.71
2019,337,-5.36,0.41,99.81,6.77
2019,338,-9.88,0.67,99.95,0.41
2019,339,-11.41,0.78,90.7,0.1
2019,340,-9.97,0.56,99.69,7.52
2019,341,-11.04,0.76,95.69,0.64
2019,342,-5.4,0.6,66.86,0.0
2019,343,-3.17,0.88,78.07,0.0
2019,344,-3.27,0.69,90.06,2.51
2019,345,-4.47,0.54,99.91,4.12
2019,346,-4.57,0.39,99.9,10.44
2019,347,-5.28,0.53,99.94,0.72
2019,348,-9.67,0.44,100.0,0.25
2019,349,-11.65,0.54,98.05,1.14
2019,350,-1.99,0.84,99.02,11.42
2019,351,-1.7,1.04,99.34,12.25
2019,352,-3.89,0.46,99.57,4.48
2019,353,-4.65,0.47,99.73,4.71
2019,354,-6.6,0.63,99.97,5.56
2019,355,-5.73,0.74,99.65,2.12
2019,356,-6.97,0.68,99.99,0.55
2019,357,-9.68,0.63,99.89,1.46
2019,358,-6.09,0.66,99.75,3.86
2019,359,-13.39,0.9,93.79,0.16
2019,360,-4.86,0.98,99.46,7.33
2019,361,-4.91,0.68,99.68,4.26
2019,362,-0.8,1.39,98.92,8.69
2019,363,-3.5,0.43,99.67,1.89
2019,364,-1.06,1.38,98.84,15.33
2019,365,-0.71,0.39,98.38,6.8
2020,1,-4.85,0.88,99.51,7.37
2020,2,-9.48,0.74,99.55,6.63
2020,3,-2.59,1.17,99.02,31.28
2020,4,-4.62,1.18,98.8,12.03
2020,5,-5.26,1.25,99.09,14.14
2020,6,-9.6,0.63,99.9,1.7
2020,7,-12.25,0.87,99.11,1.94
2020,8,-11.94,0.59,99.13,1.33
2020,9,-7.26,0.7,99.67,11.39
2020,10,-4.36,0.8,98.96,12.95
2020,11,-12.71,1.0,99.41,4.91
2020,12,-26.78,2.17,99.08,0.64
2020,13,-28.17,1.39,99.13,0.18
2020,14,-32.27,1.37,99.96,0.04
2020,15,-32.86,2.16,99.85,0.06
2020,16,-27.56,1.84,99.91,1.49
2020,17,-25.54,1.32,100.0,0.4
2020,18,-11.26,1.3,99.74,14.1
2020,19,-1.83,0.42,99.36,21.76
2020,20,-2.28,0.68,99.32,11.97
2020,21,-4.3,0.82,98.76,2.76
2020,22,-4.34,0.77,99.84,5.81
2020,23,-1.16,0.58,99.35,6.81
2020,24,0.03,0.69,98.9,7.66
2020,25,-2.68,0.93,98.91,3.62
2020,26,-4.78,0.69,99.17,5.51
2020,27,-4.97,0.71,99.43,6.06
2020,28,-5.16,0.94,97.93,1.3
2020,29,-2.3,1.58,98.7,14.18
2020,30,-2.44,1.67,98.45,14.26
2020,31,-2.78,1.26,98.79,18.71
2020,32,-7.21,1.11,99.2,6.27
2020,33,-10.26,0.66,99.33,5.05
2020,34,-13.04,0.55,99.39,2.84
2020,35,-5.68,0.91,99.51,7.12
2020,36,-2.4,0.93,99.48,5.59
2020,37,-5.43,0.61,99.81,1.51
2020,38,-8.3,0.63,99.43,1.42
2020,39,-11.98,0.95,95.54,0.02
2020,40,-7.06,0.64,99.57,0.98
2020,41,-5.11,0.95,99.58,2.78
2020,42,-4.73,1.12,98.69,2.74
2020,43,-8.14,0.86,99.44,2.87
2020,44,-4.5,0.88,99.29,8.71
2020,45,-5.96,0.71,99.51,4.59
2020,46,-4.82,0.98,99.48,4.66
2020,47,-6.51,0.55,99.74,8.54
2020,48,-8.8,0.65,99.68,0.65
2020,49,-9.13,0.68,96.17,0.07
2020,50,-10.29,0.9,84.38,0.1
2020,51,-5.55,0.97,99.3,1.84
2020,52,-4.08,1.38,99.27,7.92
2020,53,-8.69,0.56,99.78,0.81
2020,54,-7.57,0.62,99.29,2.29
2020,55,-9.95,0.49,99.05,1.07
2020,56,-4.09,0.86,99.31,9.03
2020,57,-1.42,1.43,98.87,8.81
2020,58,-1.54,1.45,99.02,9.43
2020,59,-5.55,0.62,99.64,6.03
2020,60,-9.05,0.66,99.4,0.28
2020,61,-6.34,1.44,99.54,4.33
2020,62,-2.58,1.57,99.01,7.62
2020,63,-3.67,1.57,98.97,13.21
2020,64,-6.04,1.01,98.92,4.93
2020,65,-5.57,1.0,98.77,9.02
2020,66,-9.17,0.67,98.88,0.82
2020,67,-11.07,0.8,98.81,0.19
2020,68,-11.31,0.59,99.07,0.24
2020,69,-7.93,1.07,99.3,3.99
2020,70,-3.72,1.47,99.08,11.97
2020,71,-6.46,0.79,99.35,2.89
2020,72,-10.04,0.69,97.83,0.53
2020,73,-18.51,1.99,98.06,0.12
2020,74,-19.85,2.12,98.59,0.04
2020,75,-12.09,0.75,98.16,0.01
2020,76,-6.81,0.9,80.91,0.0
2020,77,-8.11,1.01,92.11,0.03
2020,78,-5.77,0.59,98.88,0.07
2020,79,-4.54,1.01,98.58,0.07
2020,80,-4.84,0.84,95.41,0.08
2020,81,-4.18,0.8,95.15,0.0
2020,82,-4.29,0.73,95.77,5.21
2020,83,-4.66,0.88,97.9,0.78
2020,84,-8.62,0.71,97.41,0.02
2020,85,-6.27,0.86,95.14,0.42
2020,86,-2.8,1.24,99.24,4.56
2020,87,-1.93,1.21,99.14,7.33
2020,88,-1.38,1.18,98.87,8.25
2020,89,-2.26,0.9,98.21,5.28
2020,90,-9.24,1.47,99.55,4.65
2020,91,-13.78,1.45,98.92,0.52
2020,92,-14.4,1.32,98.27,0.01
2020,93,-12.99,0.48,98.16,0.55
2020,94,-12.24,0.68,94.66,0.11
2020,95,-8.23,0.78,92.58,0.1
2020,96,-8.87,0.69,95.08,0.08
2020,97,-5.71,1.24,99.31,1.65
2020,98,-6.28,0.75,96.29,0.34
2020,99,-4.66,0.96,93.39,0.54
2020,100,-1.83,0.86,99.38,3.77
2020,101,-4.98,0.65,97.26,0.11
2020,102,-5.25,0.84,88.52,0.01
2020,103,-4.5,0.83,89.42,0.0
2020,104,-2.15,0.77,76.51,0.08
2020,105,-0.84,0.68,97.94,0.76
2020,106,-0.91,0.65,84.18,0.04
2020,107,1.52,0.59,75.1,0.38
2020,108,0.41,0.48,98.99,0.39
2020,109,-0.64,0.47,98.91,0.15
2020,110,-0.64,0.44,99.28,0.51
2020,111,0.46,0.54,99.5,1.51
2020,112,-0.2,0.82,99.23,5.38
2020,113,0.16,0.81,98.8,3.09
2020,114,-0.78,0.63,98.62,1.43
2020,115,-0.77,0.55,99.16,1.07
2020,116,-0.16,0.92,98.98,12.15
2020,117,-0.43,0.97,98.44,10.41
2020,118,-0.78,1.03,99.03,6.84
2020,119,-0.45,1.17,98.83,5.81
